"Alugado","Atribuido","Descricao","fabricante","Fornecedor","NumSerie","Patrimonio","Tipo"
"sim","não","Notebook Hp 250 G8","HP","AP Networks","BRJ23415FT","LE3599","NOTEBOOK"
"sim","não","Notebook Hp G8","HP","AP Networks","BRJ23415RS","LE3604","NOTEBOOK"
"sim","não","Notebook Hp 250 G8","HP","AP Networks","BRJ23415PV","LE3585","NOTEBOOK"
"não","não","Celular Motorola Edge 20 Pro","MOTOROLA","","SVN8D44327","","CELULAR"
"não","não","Monitor Dell P2222H","DELL","","BR-OVW2GP-TVB00-33N-37OB","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-0VW2GP-TVB00-33N-2D7B","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-0VW2GP-TVB00-33N-4AJB","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-OVW2GP-TVB00-33N-4B5B","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-OVW2GP-TVB00-33N-4BQB","","MONITOR"
"sim","não","Notebook Hp 250 G8","HP","AP Networks","BRJ234154Z","LE3652","NOTEBOOK"
"não","não","Monitor Dell P1917S","DELL","","BR-0KTF68-TVB00-8CA-10EL-A06","000999","MONITOR"
"sim","não","Notebook Hp G7 240 (APNETWORKS)","HP","AP Networks","BRJ044DLBK","032676","NOTEBOOK"
"não","não","Dell Inspiron 14 - 5458","DELL","","8D8Z9B2","","NOTEBOOK"
"sim","não","Notebook Lenovo V15 G2","LENOVO","Selbetti","SPE08DN1L","SELB-NED1","NOTEBOOK"
"não","não","HD EXTERNO (1Tb)","SEAGATE","","NACCS8K0","","UNIDADE DE ARMAZENAMENTO MOVEL"
"sim","não","Notebook Dell Vostro 15 3510","DELL","Selbetti","1BW67T3","SELB-MOI6","NOTEBOOK"
"sim","não","Notebook 240 G7 (APNETWORKS)","HP","AP Networks","BRJ044DLF7","032569","NOTEBOOK"
"sim","não","Notebook Dell Vostro 15 3510","DELL","Selbetti","7PG45R3","SELB-KWD1","NOTEBOOK"
"sim","não","Notebook Dell Vostro 15 3510","DELL","","73KJRM3","SELB-DOJ7","NOTEBOOK"
"sim","não","Notebook Dell Vostro 15 3510","DELL","Selbetti","B8W67T3","SELB-MOI7","NOTEBOOK"
"sim","não","Notebook Dell Vostro 15 3510","DELL","Selbetti","20H4KN3","SELB-GWQ8","NOTEBOOK"
"não","não","Notebook Dell Inspiron 3501","DELL","","FYJXQK3","","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3490(Selbetti)","DELL","Selbetti","1N9N5V2","SELB-NBT7","NOTEBOOK"
"não","não","Monitor Dell P1917S","DELL","","BR-0KTF68-TVB00-8CA-10JL-A06","","MONITOR"
"não","não","Monitor Dell E2222HS","DELL","","BR-04VR43-TVB00-331-23HZ-A05","","MONITOR"
"não","não","Monitor P1917S","DELL","","BR-0DF3YF-70713-67J-2KQL-A00","","MONITOR"
"não","não","Notebook Dell Vostro 15 3510","DELL","","8LH31N3","","NOTEBOOK"
"não","não","Dock Station D3100","DELL","","CN-036M9K-25960-6CC-402Y-A06","","DOCK STATION"
"não","não","Monitor Dell P2222H","DELL","","BR-0VW2GP-TVB00-32H-1VMB-A01","","MONITOR"
"não","não","Monitor P2018H","DELL","","BR-00CPG1-TVB00-1AG-1K1U-A13","","MONITOR"
"não","não","Notebook Dell Latitude 3410","DELL","","HN1W9D3","","NOTEBOOK"
"não","não","Monitor Dell S2421H","DELL","","CN-0FCN44-WSL00-211-A2YL-A01","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-32H-1VNB-A01","","MONITOR"
"não","não","Notebook Dell XPS 13 Plus 9320","DELL","","6BP3YY3","","NOTEBOOK"
"não","não","Monitor Dell P1917S","DELL","","BR-0KTF68-TVB0085M-12KL-A06","000293","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-OVW2GP-TVB00-33N-4AJB","","MONITOR"
"não","não","Notebook Lenovo B330","LENOVO","","PE05JAGM","","NOTEBOOK"
"não","não","Monitor Dell P2222H","DELL","","BR-OVW2GP-TV00-33N-2D7B-A01","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-04VR43-TVB00-33L-078Z-A05","","MONITOR"
"sim","não","Notebook Lenovo Thinkpad(AP)","LENOVO","AP Networks","SPE06RY9J","034059","NOTEBOOK"
"sim","não","Notebook Hp G8 250","HP","AP Networks"," BRJ2514JB7","LE2839","NOTEBOOK"
"não","não","Celular Motorola Edge 20 PRO","MOTOROLA","","0076988225","","CELULAR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-366-6MGB","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","2YQV9V3","037207","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","5WQV9V3","037199","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","HNHNFT3","036718","NOTEBOOK"
"não","não","Notebook Dell Vostro 14-5480","DELL","","9VSZVC2","","NOTEBOOK"
"não","não","Celular Motorola Moto G10","MOTOROLA","","ZF523DG5K9","356604941622192/356604941622200","CELULAR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","50RV9V3","037211","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","1YQV9V3","037195","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","B0RV9V3","037209","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","51RV9V3","037194","NOTEBOOK"
"não","não","Celular Samsung Galaxy M54 5G","SAMSUNG","","RQCW8074TYW","353065223817426/356731583817424","CELULAR"
"não","não","Celular Samsung Galaxy M54 5G","SAMSUNG","","RQCW8079SLJ","353065223871431/356731583871439","CELULAR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","6Q39VQ3","036714","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","41RV9V3","037198","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","31RV9V3","037193","NOTEBOOK"
"não","não","Celular Motorola Edge 20","MOTOROLA","","0076962507","359993322931992/359993322932008","CELULAR"
"não","não","Celular Motorola Edge 20 lite","MOTOROLA","","ZY22CZDDXX","357353420749279/357353420749287","CELULAR"
"não","não","Monitor Dell P2222H","DELL","","BR-0VW2GP-TVB00-366-64IB","8PQ4ZM3","MONITOR"
"sim","não","Notebook Lenovo ThinkPad T14","LENOVO","AP Networks","PE0AXMBD","037732","NOTEBOOK"
"sim","não","Notebook Lenovo Thinkpad T14","LENOVO","AP Networks","PE0AXMBP","037733","NOTEBOOK"
"sim","não","Notebook Hp G7 240","HP","AP Networks","BRJ111J5SG","033630","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","BRHNFT3","036716","NOTEBOOK"
"não","não","Monitor Dell P1917s","DELL","","BR-0DF3YF-TVB00-69F-0C1L-A00","","MONITOR"
"não","não","Monitor Dell P1917s","DELL","","BR-OKTF68-TVB00-85M-0DSL-A06","","MONITOR"
"não","não","Monitor Dell P1917s","DELL","","CN-03GTCV-72872-3BF-A2JL","000041","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","61RV9V3","037206","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","FQHNFT3","036717","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","11RV9V3","037204","NOTEBOOK"
"não","não","Celular Galaxy A54 5G","SAMSUNG","","RXCW604JCMJ","357799152428435/359088342428432","CELULAR"
"não","não","Celular Samsung Galaxy A54 5G","SAMSUNG","","RQCW4005R1F","357799156611168/359088346611165","CELULAR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-366-28UB","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-366-29KB","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-366-29GB","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-366-285B","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","D0RV9V3","037202","NOTEBOOK"
"não","não","Celular Samsung A54","SAMSUNG","","RQCW302TCVR","357799156072205/359088346072202","CELULAR"
"não","não","Celular Samsung  M54","SAMSUNG","","RQCW807THFV","353065223879772/356731583879770","CELULAR"
"não","não","Celular Samsung Galaxy M54 5G","SAMSUNG","","RQCW807TVJK","353065223883436/356731583883434","CELULAR"
"não","não","Celular Samsung Galaxy M54 5G","SAMSUNG","","RQCW8078ZTE","353065223862596/356731583862594","CELULAR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","JNHNFT3","036709","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","FZQV9V3","037208","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","6QHNFT3","036705","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","H0RV9V3","037210","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","70RV9V3","037196","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","DWQV9V3","037201","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","DPHNFT3","036694","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-38V-25LL","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-OVW2GP-TVB00-38V-13PL","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-38V-323L","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","21RV9V3","037203","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","FGHNFT3","036717","NOTEBOOK"
"não","não","Celular Samsung Galaxy M54 5G","SAMSUNG","","RQCW807TV5A","353065223883303/356731583883301","CELULAR"
"não","não","Celular Samsung Galaxy M54","SAMSUNG","","RQCW807TQSR","353065223882198/356731583882196","CELULAR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-366-6KGB-A01","000684","MONITOR"
"não","não","Celular Samsung M54 ","SAMSUNG","","RQCWA0492VJ","353065224058079","CELULAR"
"sim","não","Notebook Dell 3420","DELL","AP Networks","D6YKKW3","037329","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","B4YKKW3","037340","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","HQQV9V3","037341","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","D7YKKW3","037732","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","1TQV9V3","037336","NOTEBOOK"
"não","não","Celular Samsung M54","SAMSUNG","","RQCWA0494RP","353065224058707","CELULAR"
"não","não","Monitor Dell P2222h","DELL","","BR-OVW2GP-TVB00-366-64HB-A01","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-OVW2GP-TVB00-38T-5C2B-A01","","MONITOR"
"não","não","Monitor Dell P2222j","DELL","","BR-OVW2GP-TVB00-366-28UB-A01","","MONITOR"
"não","não","Monitor Dell P22222H","DELL","","BR-0VW2GP-TVB00-33N-4BQB","","MONITOR"
"não","não","Celular Samsung M54","SAMSUNG","","RQCWA09H5PD","353065224129045","CELULAR"
"não","não","Monitor Dell P2222H","SAMSUNG","","BR-0VW2GP-TVB00-38T-5DLB","","MONITOR"
"não","não","Monitor Dell P2722H","DELL","","VN-0MH1WM-WS700-365-483U","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-OVW2GP-TVB00-38V-13PL-A01","","MONITOR"
"sim","não","Notebook Hp 250 G9","HP","AP Networks","BRM3296RCN","038090","NOTEBOOK"
"sim","não","Notebook Hp G8 250","HP","AP Networks","BRJ2514HNQ","036881","NOTEBOOK"
"sim","não","Notebook Hp 250 G8","HP","AP Networks","BRJ23311ZV","036816","NOTEBOOK"
"sim","não","Notebook Hp 250 G9","HP","AP Networks","BRM3296RD2","038091","NOTEBOOK"
"sim","não","Notebook Hp G9 250","HP","AP Networks","BRM33375DJ","038093","NOTEBOOK"
"sim","não","Notebook Hp G9 250","HP","AP Networks","BRM33375H0","038094","NOTEBOOK"
"sim","não","Notebook Hp G9 250","HP","AP Networks","BRM3296RCW","038092","NOTEBOOK"
"sim","não","Notebook Hp G9 250","HP","AP Networks","BRM3296RD5","038095","NOTEBOOK"
"não","não","Monitor DellP1917S","DELL","","BR-0KTF68-TVB00-85M-12KL-A06","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","7WQV9V3","037225","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","20RV9V3","037243","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","C0RV9V3","037241","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","7XQV9V3","037236","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","72QV9V3","037229","NOTEBOOK"
"não","não","Monitor Dell P2722H","DELL","","VN-0MH1WM-WS700-36U-143U-A03","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-0VW2GP-TVB00-366-29KB-A01","000938","MONITOR"
"não","não","Celular Samsung M54","SAMSUNG","","RQCWA09HMLP","353065224134292","CELULAR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","40RV9V3","037228","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","7ZQV9V3","037229","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","J0RV9V3","037233","NOTEBOOK"
"não","não","Celular Samsung M54","SAMSUNG","","RQCWA09YRAY","353065224169975/356731584169973","CELULAR"
"sim","não","Notebook Dell latitude 3420","DELL","AP Networks","G0RV9V3","037231","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","80RV9V3","","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","CN-0X3PK1-WSL00-39Q-EQLL-A01   ","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","CN-0X3PK1-WSL00-39R-A7YL-","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-OVW2GP-TVB00-271-4J5B-A01","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","D7KKW3","037332","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","8XQV9V3","037239","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","3XQV9V3","037234","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","CWQV9V3","037226","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","DZQV9V3","037237","NOTEBOOK"
"não","não","Monitor Dell P2222H","DELL","","CN-0X3PK1-WSL00-39R-A7PL","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","CN-0X3PK1-WSL00-39Q-E0VL","000940","MONITOR"
"não","não","M10 3rd Gen","LENOVO","","HA1Y28BD","","TABLET"
"não","não","Celular Samsung Galaxy M54","SAMSUNG","","RQCWC02J0DR","353065224459756","CELULAR"
"não","não","Samsung Galaxy M54","SAMSUNG","","RQCWB05R2GR","353065224312732","CELULAR"
"não","não","Samsung Galaxy S21 FE","SAMSUNG","","RQCT701LCDF","351331721107435","CELULAR"
"sim","não","Notebook Dell Latitude 5490","DELL","Selbetti","FK9JDQ2","PTL8","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5490","DELL","Selbetti","PTL9","SELB-PTL9","NOTEBOOK"
"sim","não","Notebook Dell Vostro 3510","DELL","Selbetti","2QL31LQ3","KYS7","NOTEBOOK"
"não","não","Celular Samsung Galaxy M54","SAMSUNG","","RQCX200GYQT","354091573657492","CELULAR"
"não","não","Samsung Galaxy M54","SAMSUNG","","RQCX200GY2K","354091573657278","CELULAR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","9WQV9V3","037197","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","CSQV9V3","037338","NOTEBOOK"
"não","não","Celular Samsung Galaxy M54 5G","SAMSUNG","","RQCX201P7NB","353065224639506/356731584639504","CELULAR"
"não","não","Monitor Dell p2222h","DELL","","BR-0VW2GP-TVB00-271-4JRB-A01","","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","3ZQV9V3","037240","NOTEBOOK"
"não","não","Monitor Dell P2222H","DELL","","CN-0X3PK1-WSL00-382-ESDL-A01","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","FVQV9V3","037238","NOTEBOOK"
"não","não","Celular Samsung Galaxy M54","SAMSUNG","","RQCX201NYNN","353065224636536","CELULAR"
"não","não","Monitor Dell P2222H","DELL","","CN-0X3PK1-WSL00-382-E7HL-A01","","MONITOR"
"não","não","Monitor Dell P1917s","DELL","","BR-0KTF68-TVB00-85M-08NL-A06","000937","MONITOR"
"não","não","Monitor Dell P1917s","DELL","","CN-02PWVC-TV100-9BB-25QL-A12","000970","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","C4YKKW3","037334","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","FP69VQ3","035976","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","CT69VQ3","035970","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","JN69VQ3","035963","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","1SQV9V3","037328","NOTEBOOK"
"não","não","Celular Samsung M54","SAMSUNG","","RQCX206796T","353065224681607/356731584681605","CELULAR"
"não","não","Celular Samsung M54","SAMSUNG","","RQCX2066YHZ","353065224678082","CELULAR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","FP69V9V3","035976","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","BWQV9V3","037244","NOTEBOOK"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","HZQV9V3","037227","NOTEBOOK"
"não","não","Notebook Dell E2222HS","DELL","","BR-04VR43-TVB00-42F-467Z-A05","9LTWGR3","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-38T-5GKB-A01","","MONITOR"
"não","não","Monitor Dell P2018H","DELL","","BR-00CPG-TVB00-1AG-1K1U-A13","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-42F-28HB","","MONITOR"
"sim","não","Notebook Lenovo B330","DELL","AP Networks","PE05OZYN","","NOTEBOOK"
"não","não","Monitor Dell E2222HS","DELL","","BR-O4VR43-TVB00-42F-49CZ-A05","9Z8XGR3","MONITOR"
"não","não","Monitor Dell E2222HS","DELL","","BR-04VR43-TVB00-42S-15TU-A05","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-0V4VR43-TVB00-33L-078Z","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","C3YKKW3","037331","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","BR-OVW2GP-TVB00-42F-0O8B","","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","75YKKW3","037330","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","HP69VQ3","035972","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","CS69VQ3","036003","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","BR69VQ3","035995","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","D6032S3","035969","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","JP69VQ3","035974","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","2P69VQ3","035982","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-42F-0PPB","","MONITOR"
"sim","não","Notebook Hp 250 G9","HP","AP Networks","BRM4069C46","039315","NOTEBOOK"
"não","não","Celular Samsung M54 5G","SAMSUNG","","RQCX206X10M","354091573688190","CELULAR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GPTVB00-42F-0PHB","","MONITOR"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-32R-2FJL-A01","","MONITOR"
"não","não","Celular Samsung M54","SAMSUNG","","RQCX207G10X","354091573703809","CELULAR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","GN69VQ3","035980","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","9Q69VQ3","035994","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","9N69VQ3","035964","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","4Q69VQ3","035956","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","9P69VQ3","035984","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","5N69VQ3","035967","NOTEBOOK"
"não","não","Celular Samsung M54 5G","SAMSUNG","","RQCX206X15L","354091573688240/358078553688247","CELULAR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","4P69VQ3","035960","NOTEBOOK"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","8S69VQ3","035997","NOTEBOOK"
"não","não","Celular Samsung Galaxy A54","SAMSUNG","","RQCX207QG4D","357799159798673","CELULAR"
"sim","não","Notebook Dell Inspiron 5420","DELL","AP Networks","BT69VQ3","035985","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-42J-2TKL-A01","4GL6ZM3","MONITOR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","DSYKKW3","0373333","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-42F-169B-A01","","MONITOR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","1P69VQ3","036006","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","BR-OVW2GP-TVB00-43F-0NBB-A01","","MONITOR"
"não","não","Celular Samsung Galaxy A54","SAMSUNG","","RQCX200A7ZV","356544393097875","CELULAR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","FS032S3","035987","NOTEBOOK"
"não","não","Celular Samsung Galaxy A54","SAMSUNG","","RQCX200A96H","356544393098279","CELULAR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","FN69VQ3","036000","NOTEBOOK"
"sim","não","Lenovo Thinkpad E14 Gen2","LENOVO","AP Networks","PE08SSVF","035274","NOTEBOOK"
"não","não","Celular Samsung Galaxy A54","SAMSUNG","","RQCX206E9NW","356544393342271/357372673342277","CELULAR"
"não","não","Celular Samsung Galaxy A54","SAMSUNG","","RQCX207503B","356544393443970/357372673443976","CELULAR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","BRP69VQ3","035962","NOTEBOOK"
"não","não","Celular Samsung Galaxy S21 FE","SAMSUNG","","RQCT701LDJT","351331721107815/352523241107817","CELULAR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","36032S3","035968","NOTEBOOK"
"não","não","Monitor Dell P1917s","DELL","","BR-OKTF68-TVB00-BCA-10JL-A06","","MONITOR"
"não","não","Celular Samsung A54 5G","SAMSUNG","","RQCX200AAJD","356544393098725/357372673098721","CELULAR"
"sim","não","Notebook DELL Latitude 5420","DELL","AP Networks","4N69VQ3","035996","NOTEBOOK"
"não","não","Celular Motorola Moto G8 Power lite","MOTOROLA","","0068523704","","CELULAR"
"sim","não","Notebook DELL Latitude 5420 ","DELL","AP Networks","FT69VQ3","035999","NOTEBOOK"
"sim","não","Notebook DELL Latitude 5420","DELL","AP Networks","G6032S3","035992","NOTEBOOK"
"sim","não","Notebook DELL Latitude 5420","DELL","AP Networks","25032S3","035975","NOTEBOOK"
"sim","não","Notebook DELL Latitude 5420","DELL","AP Networks","2Q69VQ3","035977","NOTEBOOK"
"sim","não","Notebook Lenovo ThinkPad T14","LENOVO","AP Networks","PE0AXMBM","037735","NOTEBOOK"
"não","não","Monitor DELL P2222H","DELL",""," BR-0VW2GP-TVB00-274-0MML-A01","","MONITOR"
"sim","não","Notebook Lenovo Thinkpad T14","LENOVO","AP Networks","PE0AXMBC","037734","NOTEBOOK"
"sim","não","Notebook DELL Latitude 5420","DELL","AP Networks","HS69VQ3","035991","NOTEBOOK"
"não","não","Monitor Dell SE2216H","DELL","","BR-0H5MNV-TVB00-1AKB6RI-A03","D9X20D3","MONITOR"
"não","não","Celular Samsung S20 FE","SAMSUNG","","RXCT8004NMR","350456241769264","CELULAR"
"não","não","Celular Samsung Galaxy S21 FE","SAMSUNG","","RQCT701LCJR","","CELULAR"
"não","não","Monitor DELL P2222H","DELL","","BR-0VW2GP-TVB00-42F-177B","7JQ7ZM3","MONITOR"
"não","não","Monitor DELL P1917S ","DELL","","CN-02PWVC-TV100-23D-1BBB-A19","JBQGZL3","MONITOR"
"não","não","Monitor DELL P1917S","DELL","","BR-0KTF68-TVB00-88H-08IL-A06","","MONITOR"
"sim","não","Notebook Dell Latitude 5420","DELL","AP Networks","3P69VQ3","036004","NOTEBOOK"
"não","não","Monitor Dell P1917S","DELL","","BR-0KTF68-TVB00-86J-OQDL-A06","","MONITOR"
"não","não","Celular Samsung Galaxy M55","SAMSUNG","","R9QX8053SJF","","CELULAR"
"não","não","Celular Samsung Galaxy M55","SAMSUNG","","R9QX8053RTV","","CELULAR"
"não","não","Celular Samsung Galaxy M55 - SM-M556B","SAMSUNG","","R9QX8053NYJ","","CELULAR"
"não","não","Monitor Dell P2222H","DELL","","BR-0VW2GP-TVB00-43F-37PL-A01","","MONITOR"
"não","não","Monitor Dell P2222H","DELL","","BR-0VW2GP-TVB00-42J-2TGL-A01","","MONITOR"
"sim","não","Notebook Lenovo Thinkpad T14 ","LENOVO","AP Networks","PE08SSV5","035277","NOTEBOOK"
"sim","não","Notebook Lenovo Thinkpad T14","LENOVO","AP Networks","PE08SSV0","035273","NOTEBOOK"
"não","não","Monitor DELL P1917s","DELL","","CN-02PWVC-TV100-9B8-2SLL-A12","","MONITOR"
"sim","não","Notebook HP G9 250 ","HP","AP Networks","BRM4089H4R","039309","NOTEBOOK"
"não","não","Monitor DELL P2222H","DELL","","BR-0VW2GP-TVB00-42F-0RTB-A01","F3W8ZM3","MONITOR"
"não","não","Celular Samsung Galaxy SM-M556B","SAMSUNG","","R9QX8053RYT","","CELULAR"
"não","não","Samsung Galaxy SM-M556B","SAMSUNG","","R9QX8053PCZ","","CELULAR"
"não","não","Samsung Galaxy SM-M556B","SAMSUNG","","R9QX8053S5J","","CELULAR"
"sim","não","Notebook Dell Latitude 3420","DELL","AP Networks","7SHNFT3","036689","NOTEBOOK"
"não","não","Samsung Galaxy SM-M556B","SAMSUNG","","R9QX8053S0K","","CELULAR"
"sim","não","Notebook Lenovo Thinkpad T14","LENOVO","AP Networks","PE08SS83","035430","NOTEBOOK"
"não","não","Monitor Dell P2222h","DELL","","BR-0VW2GP-TVB00-42F-28SB-A01","","MONITOR"
"sim","não","Notebook Lenovo Thinkpad T14","LENOVO","AP Networks","PE08SSTV","035276","NOTEBOOK"
"sim","não","Monitor Dell P2222H","DELL","AP Networks","BR-0VW2GP-TVB00-42F-0RUB-A01","","MONITOR"
